0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
0.224256,4.828342,-0.863555,0
